epoch,loss,val_loss
0,0.9584344029426575,NA
1,0.6597551703453064,NA
2,0.353237509727478,NA
3,0.18617382645606995,NA
4,0.08055975288152695,NA
5,0.036936040967702866,NA
6,0.020374218001961708,NA
7,0.013811318203806877,NA
8,0.010821490548551083,NA
9,0.008624241687357426,NA
10,0.007664604112505913,NA
11,0.006380804814398289,NA
12,0.0055061145685613155,NA
13,0.005028288811445236,NA
14,0.004614290315657854,NA
15,0.00426099169999361,NA
16,0.0038344685453921556,NA
17,0.003430751385167241,NA
18,0.002806376665830612,NA
19,0.002499308902770281,NA
20,0.002398075768724084,NA
21,0.002628791145980358,NA
22,0.00216849148273468,NA
23,0.001990197692066431,NA
24,0.0019154639448970556,NA
25,0.0018095814157277346,NA
26,0.0017810460412874818,NA
27,0.0016078725457191467,NA
28,0.001510831993073225,NA
29,0.0014549389015883207,NA
30,0.0014044325798749924,NA
31,0.0014529040781781077,NA
32,0.001602162723429501,NA
33,0.0013598192017525434,NA
34,0.001336333923973143,NA
35,0.0012157725868746638,NA
36,0.0012226933613419533,NA
37,0.001239296980202198,NA
38,0.0012324706185609102,NA
39,0.0011863725958392024,NA
40,0.0010282604489475489,NA
41,0.0010924848029389977,NA
42,0.001004330930300057,NA
43,0.000991907436400652,NA
44,0.000970252207480371,NA
45,0.0009377175010740757,NA
46,0.0009512445540167391,NA
47,0.0009038093849085271,NA
48,0.0009225307730957866,NA
49,0.0008208690560422838,NA
50,0.0008652408141642809,NA
51,0.0008911867626011372,NA
52,0.0010217565577477217,NA
53,0.0017108594765886664,NA
54,0.0010723277227953076,NA
55,0.0008936600061133504,NA
56,0.0008359721396118402,NA
57,0.001036789850331843,NA
58,0.0008917178492993116,NA
59,0.0008769203559495509,NA
60,0.0008997315308079123,NA
61,0.00099538906943053,NA
62,0.0007153705228120089,NA
63,0.0006466007907874882,NA
64,0.0006215330795384943,NA
65,0.0005980191635899246,NA
66,0.0006229063728824258,NA
67,0.0005967304459773004,NA
68,0.0006607131799682975,NA
69,0.0006245429394766688,NA
70,0.0005577799747698009,NA
71,0.0006052261451259255,NA
72,0.0005862479447387159,NA
73,0.0006585385999642313,NA
74,0.0007624420686624944,NA
75,0.0006515885470435023,NA
76,0.0005990340723656118,NA
77,0.0007121744565665722,NA
78,0.0005812172312289476,NA
79,0.0005564597668126225,NA
80,0.0006253674509935081,NA
81,0.0011577516561374068,NA
82,0.0011050099274143577,NA
83,0.0009328795713372529,NA
84,0.0010330762015655637,NA
85,0.0007691892678849399,NA
86,0.0007882901118136942,NA
87,0.0009724961128085852,NA
88,0.0030436725355684757,NA
89,0.001860542339272797,NA
90,0.0011623327154666185,NA
91,0.000813252991065383,NA
92,0.0005600254517048597,NA
93,0.0005842777900397778,NA
94,0.0004756014095619321,NA
95,0.0006406196625903249,NA
96,0.0007072655716910958,NA
97,0.0005298454780131578,NA
98,0.0008690766408108175,NA
99,0.000756307621486485,NA
100,0.0006889271317049861,NA
101,0.0009044244652613997,NA
102,0.0016477829776704311,NA
103,0.0007492314325645566,NA
104,0.000692620174959302,NA
105,0.0006381699349731207,NA
106,0.0006866846233606339,NA
107,0.0009574905270710588,NA
108,0.0010806290665641427,NA
109,0.003227450419217348,NA
110,0.002917993115261197,NA
111,0.0019069734262302518,NA
112,0.0016574922483414412,NA
113,0.0008215080597437918,NA
114,0.000760309339966625,NA
115,0.0007614601636305451,NA
116,0.0011284993961453438,NA
117,0.0009629037813283503,NA
118,0.0006042970344424248,NA
119,0.0006355290533974767,NA
120,0.0004469362902455032,NA
121,0.00039475367520935833,NA
122,0.00036141538294032216,NA
123,0.0003954293206334114,NA
124,0.00038956201751716435,NA
125,0.0004064980603288859,NA
126,0.00048516548122279346,NA
127,0.00033859859104268253,NA
128,0.000311645504552871,NA
129,0.0003475006378721446,NA
130,0.00031040870817378163,NA
131,0.00032667050254531205,NA
132,0.00035582162672653794,NA
133,0.00032530067255720496,NA
134,0.00029435649048537016,NA
135,0.0002964234445244074,NA
136,0.0003137728781439364,NA
137,0.00031371269142255187,NA
138,0.00031185144325718284,NA
139,0.0005354548920877278,NA
140,0.00045404129195958376,NA
141,0.00034907436929643154,NA
142,0.0003234157629776746,NA
143,0.0003379184636287391,NA
144,0.0002956640673801303,NA
145,0.0002862443798221648,NA
146,0.0002981261059176177,NA
147,0.0002643396146595478,NA
148,0.0002829224104061723,NA
149,0.0002835348714143038,NA
150,0.00032612206996418536,NA
151,0.00038798380410298705,NA
152,0.00044158895616419613,NA
153,0.0004220292030368,NA
154,0.00032272268435917795,NA
155,0.0002642346953507513,NA
156,0.0002738119219429791,NA
157,0.0003558953758329153,NA
158,0.00037953638820908964,NA
159,0.00041622263961471617,NA
160,0.0007102348026819527,NA
161,0.0006301834946498275,NA
162,0.0007304917089641094,NA
163,0.00043142872164025903,NA
164,0.0012032481608912349,NA
165,0.0009497125283814967,NA
166,0.0007258296827785671,NA
167,0.00041699904249981046,NA
168,0.0033437798265367746,NA
169,0.004286499228328466,NA
170,0.0016635091742500663,NA
171,0.00128126738127321,NA
172,0.000946114887483418,NA
173,0.0006775394431315362,NA
174,0.0006659095524810255,NA
175,0.0005294480361044407,NA
176,0.0007268709014169872,NA
177,0.0004899473278783262,NA
178,0.0004149878222960979,NA
179,0.00037377054104581475,NA
180,0.00032182162976823747,NA
181,0.0002867950825020671,NA
182,0.0003754063800442964,NA
183,0.0002700379118323326,NA
184,0.00027258912450633943,NA
185,0.00025143701350316405,NA
186,0.00028927347739227116,NA
187,0.00031832512468099594,NA
188,0.0003146328090224415,NA
189,0.00030963929020799696,NA
190,0.00027049746131524444,NA
191,0.00025829087826423347,NA
192,0.00023960156249813735,NA
193,0.00032612253562547266,NA
194,0.0002642842009663582,NA
195,0.00021727077546529472,NA
196,0.00024527544155716896,NA
197,0.0002840957313310355,NA
198,0.00026982821873389184,NA
199,0.0002699667529668659,NA
