Amplitude_Standard_deviation,Amplitude_Standard_deviation.1,Amplitude_Standard_deviation.2,Amplitude_Standard_deviation.3,Amplitude_Standard_deviation.4,Amplitude_Standard_deviation.5,Amplitude_Standard_deviation.6,Amplitude_Standard_deviation.7,Amplitude_Standard_deviation.8,Amplitude_Standard_deviation.9,Amplitude_Standard_deviation.10,Amplitude_Standard_deviation.11,Amplitude_Standard_deviation.12,Amplitude_Standard_deviation.13,Amplitude_Standard_deviation.14,Amplitude_Standard_deviation.15,Amplitude_Standard_deviation.16,Amplitude_Standard_deviation.17,Amplitude_Standard_deviation.18,Amplitude_Standard_deviation.19,Amplitude_Standard_deviation.20,Amplitude_Standard_deviation.21,Amplitude_Standard_deviation.22,Amplitude_Standard_deviation
10.123759579105002,28.023933138671925,20.932894609744185,21.54751721302082,9.736421547394478,10.30039320513974,9.128793360283549,4.088269945490569,11.035340409549974,2.723882297801264,11.839635117585772,4.278544685777429,10.123759579105002,28.023933138671925,20.932894609744185,21.54751721302082,9.736421547394478,10.30039320513974,9.128793360283549,4.088269945490569,11.035340409549974,2.723882297801264,11.839635117585772,4.278544685777429
9.808658038007987,27.136058046750307,20.595856843125063,21.13442865666023,9.448363182306569,10.11733929925678,8.852763880363078,3.998704391001316,10.719647210938266,2.634517940437367,11.605488051788877,4.133193996578835,9.808658038007987,27.136058046750307,20.595856843125063,21.13442865666023,9.448363182306569,10.11733929925678,8.852763880363078,3.998704391001316,10.719647210938266,2.634517940437367,11.605488051788877,4.133193996578835
9.455323054815883,24.863894735599548,20.194010981490983,20.63821769167306,9.136099463835707,9.93206308748282,8.52698058456966,3.9010462559911536,10.37689698232468,2.5415992659102327,11.354262261861198,3.987729488056633,9.455323054815883,24.863894735599548,20.194010981490983,20.63821769167306,9.136099463835707,9.93206308748282,8.52698058456966,3.9010462559911536,10.37689698232468,2.5415992659102327,11.354262261861198,3.987729488056633
9.091087952763438,22.956285500447613,19.79767484104976,20.01446269528892,8.8190643757037,9.729018428622927,8.16973463955349,3.800327552594561,10.028370359300617,2.449727496797548,11.090978830694525,3.8506660634442462,9.091087952763438,22.956285500447613,19.79767484104976,20.01446269528892,8.8190643757037,9.729018428622927,8.16973463955349,3.800327552594561,10.028370359300617,2.449727496797548,11.090978830694525,3.8506660634442462
8.725622444406303,20.495595628095213,19.55459646324636,19.340875079423988,8.511341824448923,9.52331304659217,7.787021304470081,3.698428840647716,9.684909122241852,2.365221686377378,10.811579629416334,3.7263341993227934,8.725622444406303,20.495595628095213,19.55459646324636,19.340875079423988,8.511341824448923,9.52331304659217,7.787021304470081,3.698428840647716,9.684909122241852,2.365221686377378,10.811579629416334,3.7263341993227934
8.35876374877618,18.4154469856837,19.38461343441825,18.62350894990684,8.205742494367406,9.308713177772868,7.386003523164801,3.594447026191797,9.33732745862595,2.287199894575808,10.490116786694946,3.6086851761667726,8.35876374877618,18.4154469856837,19.38461343441825,18.62350894990684,8.205742494367406,9.308713177772868,7.386003523164801,3.594447026191797,9.33732745862595,2.287199894575808,10.490116786694946,3.6086851761667726
7.98187790049624,17.896591489014927,18.967912760373235,17.870049620366974,7.870026082038451,9.049360533999629,6.965432351888953,3.467588030959507,8.95542054909118,2.2052899567949016,10.066063300730622,3.485201117667593,7.98187790049624,17.896591489014927,18.967912760373235,17.870049620366974,7.870026082038451,9.049360533999629,6.965432351888953,3.467588030959507,8.95542054909118,2.2052899567949016,10.066063300730622,3.485201117667593
7.6239492044121375,18.70197473522348,18.53185171392656,17.2125563144922,7.538859152097316,8.777123665687952,6.585385753635129,3.332597274119689,8.589919940749564,2.1289811947459576,9.601801505732032,3.362443431417569,7.6239492044121375,18.70197473522348,18.53185171392656,17.2125563144922,7.538859152097316,8.777123665687952,6.585385753635129,3.332597274119689,8.589919940749564,2.1289811947459576,9.601801505732032,3.362443431417569
7.279147209851776,19.386980767541488,18.02499789392931,16.690614421081897,7.195614057808051,8.480120084422845,6.260650909017756,3.185771651050308,8.234513192679065,2.0540196080327577,9.08823904943756,3.229722420788769,7.279147209851776,19.386980767541488,18.02499789392931,16.690614421081897,7.195614057808051,8.480120084422845,6.260650909017756,3.185771651050308,8.234513192679065,2.0540196080327577,9.08823904943756,3.229722420788769
6.956667238967892,18.444019178500497,17.546732645354552,16.281708967828926,6.847230839607522,8.155905602156722,5.990452107445469,3.037207607899993,7.898332976267271,1.980398785365961,8.582557470653118,3.085192966595198,6.956667238967892,18.444019178500497,17.546732645354552,16.281708967828926,6.847230839607522,8.155905602156722,5.990452107445469,3.037207607899993,7.898332976267271,1.980398785365961,8.582557470653118,3.085192966595198
6.617435608492428,18.08463266298905,16.949288756973633,15.809785279150969,6.461882360511649,7.770120243748338,5.748351129097073,2.879657076197056,7.5442526830057375,1.9004128945168888,8.080383963727147,2.911597367112115,6.617435608492428,18.08463266298905,16.949288756973633,15.809785279150969,6.461882360511649,7.770120243748338,5.748351129097073,2.879657076197056,7.5442526830057375,1.9004128945168888,8.080383963727147,2.911597367112115
6.288958264102449,18.012260079684022,16.375880554020238,15.534434314822745,6.077206125408236,7.386877857638439,5.552233300162412,2.734009336118361,7.218315695399092,1.8220179433404755,7.645865666384295,2.729185265986168,6.288958264102449,18.012260079684022,16.375880554020238,15.534434314822745,6.077206125408236,7.386877857638439,5.552233300162412,2.734009336118361,7.218315695399092,1.8220179433404755,7.645865666384295,2.729185265986168
6.019571276504967,17.577453250081035,15.959323110975452,15.440846701892196,5.73525724914788,7.084980488937643,5.416570011591687,2.632733628399645,6.966856151470416,1.760865494943108,7.357203881870058,2.5662045604714265,6.019571276504967,17.577453250081035,15.959323110975452,15.440846701892196,5.73525724914788,7.084980488937643,5.416570011591687,2.632733628399645,6.966856151470416,1.760865494943108,7.357203881870058,2.5662045604714265
5.704062336148511,16.985991140035587,15.343796545206963,14.992321557406065,5.368755065800257,6.765685699975453,5.208866501878614,2.528461808541662,6.650176633622391,1.6862243565207573,7.093691108608274,2.397446108000356,5.704062336148511,16.985991140035587,15.343796545206963,14.992321557406065,5.368755065800257,6.765685699975453,5.208866501878614,2.528461808541662,6.650176633622391,1.6862243565207573,7.093691108608274,2.3974461080003557
5.3553604887178965,16.569005439084552,14.722146534379965,14.202863372730004,5.000738744250084,6.4461926373429765,4.918515919658087,2.4169397669142683,6.285739203623286,1.6035833038582432,6.901623259611903,2.236412122943024,5.3553604887178965,16.569005439084552,14.722146534379965,14.202863372730004,5.000738744250084,6.4461926373429765,4.918515919658087,2.4169397669142683,6.285739203623286,1.6035833038582432,6.901623259611903,2.236412122943024
4.997022419783216,16.67202663567441,14.083205452872196,13.269213362593357,4.668078627761544,6.130239657483278,4.572948852597127,2.2920118500769013,5.906920916984449,1.5207990676835512,6.761431223888097,2.095855668634572,4.997022419783216,16.67202663567441,14.083205452872196,13.269213362593357,4.668078627761544,6.130239657483278,4.572948852597127,2.2920118500769013,5.906920916984449,1.5207990676835512,6.761431223888097,2.095855668634572
4.587590068355782,16.345173594980984,13.38614928899561,12.242859633404944,4.328833708635433,5.73174455243904,4.1730783761290136,2.12541869230118,5.4746486699897,1.424537727652443,6.534585606635051,1.95413073830314,4.587590068355782,16.345173594980984,13.38614928899561,12.242859633404944,4.328833708635433,5.73174455243904,4.1730783761290136,2.12541869230118,5.4746486699897,1.424537727652443,6.534585606635051,1.95413073830314
4.164380639609526,15.400886934815269,12.636986664436703,11.243610842341624,4.003535926278588,5.28316766262581,3.789784733204102,1.9474620368680509,5.015874822955651,1.3220151981900072,6.164163809799411,1.8183689589153769,4.164380639609526,15.400886934815269,12.636986664436703,11.243610842341624,4.003535926278588,5.28316766262581,3.789784733204102,1.9474620368680509,5.015874822955651,1.3220151981900072,6.164163809799411,1.8183689589153769
3.787811909296568,15.12202693849249,11.885184354805949,10.269863809716623,3.690702492127708,4.855106836109317,3.4389312579509737,1.805694044610814,4.554140314211272,1.2214671912413504,5.6788644686696985,1.692774722560945,3.787811909296568,15.12202693849249,11.885184354805949,10.269863809716623,3.690702492127708,4.855106836109317,3.4389312579509737,1.805694044610814,4.554140314211272,1.2214671912413504,5.6788644686696985,1.692774722560945
3.508924125516558,14.341266349370816,11.097969884825766,9.457264109578468,3.365688660712644,4.43276307595584,3.0954495721362694,1.7149614654083134,4.1378685062880205,1.120262537261692,5.125481382589032,1.566673106599966,3.508924125516558,14.341266349370816,11.097969884825766,9.457264109578468,3.365688660712644,4.43276307595584,3.0954495721362694,1.7149614654083134,4.1378685062880205,1.120262537261692,5.125481382589032,1.566673106599966
3.3209597244954723,13.258493749563142,10.277389667426617,8.790695113872152,3.0205225249372805,3.984980306692208,2.740009130150712,1.6483763070024156,3.790544873371549,1.014471484737478,4.631346663841802,1.431935556463278,3.3209597244954723,13.258493749563142,10.277389667426617,8.790695113872152,3.0205225249372805,3.984980306692208,2.740009130150712,1.6483763070024156,3.790544873371549,1.014471484737478,4.631346663841802,1.431935556463278
3.163545139681585,12.476303151908082,9.471379914517742,8.24488006697889,2.679647838119139,3.540542018138527,2.478692406950445,1.599645322782932,3.5222656221348885,0.9138144428437326,4.299285129559135,1.2930591611254036,3.163545139681585,12.476303151908082,9.471379914517742,8.24488006697889,2.679647838119139,3.540542018138527,2.478692406950445,1.599645322782932,3.5222656221348885,0.9138144428437326,4.299285129559135,1.2930591611254036
2.821417612233808,11.282824915196878,8.187024100481537,7.509971819250532,2.3493365328784184,3.1225982389544624,2.3029816986940075,1.51461269747439,3.189174879344938,0.8327371068326929,3.9061484935579975,1.1468555587650011,2.821417612233808,11.282824915196878,8.187024100481537,7.509971819250532,2.3493365328784184,3.1225982389544624,2.3029816986940075,1.51461269747439,3.189174879344938,0.8327371068326929,3.9061484935579975,1.1468555587650011
2.341166444845358,10.222917390285602,6.69579900085849,6.581770795412381,2.039687954535032,2.7879630844313765,2.129399869606647,1.4069318817234808,2.83362985707219,0.763274346667033,3.314702638677204,1.0071009351674494,2.341166444845358,10.222917390285602,6.69579900085849,6.581770795412381,2.039687954535032,2.7879630844313765,2.129399869606647,1.4069318817234808,2.83362985707219,0.763274346667033,3.314702638677204,1.0071009351674494
2.067741547342841,9.645501877092023,5.738399920098311,5.642524879463775,1.7292393548252774,2.474573583750818,1.971448647991046,1.3003011798505324,2.548114662401369,0.7042451217861452,2.759125019884307,0.8641376647819761,2.067741547342841,9.645501877092023,5.738399920098311,5.642524879463775,1.7292393548252774,2.474573583750818,1.971448647991046,1.3003011798505324,2.548114662401369,0.7042451217861452,2.759125019884307,0.8641376647819761
1.896779365070495,8.84908244197558,4.873073412357056,4.462429139008773,1.3746817120177317,2.069412681361935,1.7058811249024095,1.177018716315047,2.111700619030421,0.6342730151028361,2.231169513598297,0.7251732959818762,1.896779365070495,8.84908244197558,4.873073412357056,4.462429139008773,1.3746817120177317,2.069412681361935,1.7058811249024095,1.177018716315047,2.111700619030421,0.6342730151028361,2.231169513598297,0.7251732959818762
1.4700439347420853,6.868125791133075,4.15162794942854,3.06355735555423,1.0750983298403107,1.6473801580600569,1.387461767202833,1.0254393493855454,1.6677991921388575,0.5361067828493061,1.7818309250641169,0.6396269975763473,1.4700439347420853,6.868125791133075,4.15162794942854,3.06355735555423,1.0750983298403107,1.6473801580600569,1.387461767202833,1.0254393493855454,1.6677991921388575,0.5361067828493061,1.7818309250641169,0.6396269975763473
1.1497816097101,4.828940416738707,3.5162999959449888,2.403176273136284,0.8984673070388253,1.288097634951182,1.1564761418598275,0.8233174927029141,1.300274483690019,0.4440686507878602,1.365323027982484,0.5566810755158221,1.1497816097101,4.828940416738707,3.5162999959449888,2.403176273136284,0.8984673070388253,1.288097634951182,1.1564761418598275,0.8233174927029141,1.300274483690019,0.4440686507878602,1.365323027982484,0.5566810755158221
0.7831499327703199,3.072666971964422,1.9375850044748848,1.9454447323391528,0.6134041839297032,0.8268324498552067,0.6823210853889343,0.5402831653138569,0.7753793404261107,0.2967413973725284,0.901613113858151,0.3364081573086136,0.7831499327703199,3.072666971964422,1.9375850044748848,1.9454447323391528,0.6134041839297032,0.8268324498552067,0.6823210853889343,0.5402831653138569,0.7753793404261107,0.2967413973725284,0.901613113858151,0.3364081573086136
0.3485389837733433,1.5895312984626515,1.0024666009322842,0.8063283077467623,0.2688825224891071,0.3875981216336989,0.3346697292244223,0.2389481328047593,0.3824887130764489,0.1291665885142383,0.4184788049581566,0.1543058600653387,0.3485389837733433,1.5895312984626515,1.0024666009322842,0.8063283077467623,0.2688825224891071,0.3875981216336989,0.3346697292244223,0.2389481328047593,0.3824887130764489,0.1291665885142383,0.4184788049581566,0.1543058600653387
