Energy_Kurtosis,Energy_Kurtosis.1,Energy_Kurtosis.2,Energy_Kurtosis.3,Energy_Kurtosis.4,Energy_Kurtosis.5,Energy_Kurtosis.6,Energy_Kurtosis.7,Energy_Kurtosis.8,Energy_Kurtosis.9,Energy_Kurtosis.10,Energy_Kurtosis.11,Energy_Kurtosis.12,Energy_Kurtosis.13,Energy_Kurtosis.14,Energy_Kurtosis.15,Energy_Kurtosis.16,Energy_Kurtosis.17,Energy_Kurtosis.18,Energy_Kurtosis.19,Energy_Kurtosis.20,Energy_Kurtosis.21,Energy_Kurtosis.22,Energy_Kurtosis
20.668099614893148,-0.576096147800413,-0.4439055990119653,1.000350057768327,12.768598761347354,21.395154973173963,46.0700333620179,8.65550912237562,11.786257310356929,13.107069380407925,16.682839337416183,84.04579689134492,20.668099614893148,-0.576096147800413,-0.4439055990119653,1.000350057768327,12.768598761347354,21.395154973173963,46.0700333620179,8.65550912237562,11.786257310356929,13.107069380407925,16.682839337416183,84.04579689134492
21.781500170146405,-0.9593555840549683,-0.5349984669379584,1.1270480554471174,14.32776836268484,21.105363024391643,47.662908345490166,9.535553633155692,12.504860791377451,10.329960737230223,17.740528441347827,66.70658300637517,21.781500170146405,-0.9593555840549683,-0.5349984669379584,1.1270480554471174,14.32776836268484,21.105363024391643,47.662908345490166,9.535553633155692,12.504860791377451,10.329960737230223,17.740528441347827,66.70658300637517
22.397084067943915,-0.4686480585256607,-0.7396302568505888,1.28320271203419,16.367893387087513,20.82628884709517,48.88373370133453,9.96528946172286,13.260694401518183,8.190117048545451,18.868597861626053,50.5036389620816,22.397084067943915,-0.4686480585256607,-0.7396302568505888,1.28320271203419,16.367893387087513,20.82628884709517,48.88373370133453,9.96528946172286,13.260694401518183,8.190117048545451,18.868597861626053,50.5036389620816
22.623791303241784,-0.8215210338626502,-0.9058301339680216,1.5491531533464131,18.68074883942068,20.62520833597747,49.7749620596666,9.756537724550784,14.134414003612635,6.51719989461122,19.469400092412133,39.41458309907736,22.623791303241784,-0.8215210338626502,-0.9058301339680216,1.5491531533464131,18.68074883942068,20.62520833597747,49.7749620596666,9.756537724550784,14.134414003612635,6.51719989461122,19.469400092412133,39.41458309907736
21.6413647319982,-0.4130361115252006,-0.9742553892761316,2.292866863045692,21.13781718586664,20.52546049184096,49.44773840969748,9.06016016919244,14.813928062061432,5.491062579422874,20.223211889278545,34.06581771353833,21.6413647319982,-0.4130361115252006,-0.9742553892761316,2.292866863045692,21.13781718586664,20.52546049184096,49.44773840969748,9.06016016919244,14.813928062061432,5.491062579422874,20.223211889278545,34.06581771353833
19.643232135803945,-0.7231002285924166,-0.9544313255086204,3.282352585167785,23.469125294005995,20.784734846016644,48.52480457139923,8.055489568786346,15.32524300247598,4.903399924324455,21.856446368832007,32.54546669219891,19.643232135803945,-0.7231002285924166,-0.9544313255086204,3.282352585167785,23.469125294005995,20.784734846016644,48.52480457139923,8.055489568786346,15.32524300247598,4.903399924324455,21.856446368832007,32.54546669219891
17.915128107923262,-0.871159721728803,-0.9443301377176714,3.532960783160769,25.742056925141405,20.821353701954703,47.45178889718207,7.073443287456081,15.677094490013204,4.521181190903572,22.81871246397301,33.199761034487715,17.915128107923262,-0.871159721728803,-0.9443301377176714,3.532960783160769,25.742056925141405,20.821353701954703,47.45178889718207,7.073443287456081,15.677094490013204,4.521181190903572,22.81871246397301,33.199761034487715
16.60421607621824,-0.9316605157616906,-0.8448915701139108,3.7408658350916415,27.05523674245136,21.014728285423644,46.15841791257507,6.680567642647917,15.587862547856147,4.504535220507565,24.211183651926653,34.37520969738546,16.60421607621824,-0.9316605157616906,-0.8448915701139108,3.7408658350916415,27.05523674245136,21.014728285423644,46.15841791257507,6.680567642647917,15.587862547856147,4.504535220507565,24.211183651926653,34.37520969738546
16.832669196300273,-0.8704437145392641,-0.5968359379447605,3.379071735224942,27.11410188478469,20.864047101096823,46.181543827051215,6.498211582277744,15.476498997433538,4.533305400315937,26.37784568308048,35.83305224417126,16.832669196300273,-0.8704437145392641,-0.5968359379447605,3.379071735224942,27.11410188478469,20.864047101096823,46.181543827051215,6.498211582277744,15.476498997433538,4.533305400315937,26.37784568308048,35.83305224417126
18.17550115179688,-0.5641586125547708,-0.4442735542061662,2.711313554545112,25.68792875234757,20.01587449863041,47.84721064664993,6.390976315287627,14.647068502071376,4.580390856408073,26.778686118031903,41.17802283451217,18.17550115179688,-0.5641586125547708,-0.4442735542061662,2.711313554545112,25.68792875234757,20.01587449863041,47.84721064664993,6.390976315287627,14.647068502071376,4.580390856408073,26.778686118031903,41.17802283451217
20.582174422773104,-0.6945704023606671,0.0058049300998321,2.2148347612324804,21.936469089530394,19.37627529937563,50.4629128547011,6.21248370155601,14.280578948279508,4.71296277704623,27.3219784648326,50.761260582460345,20.582174422773104,-0.6945704023606671,0.0058049300998321,2.2148347612324804,21.936469089530394,19.37627529937563,50.4629128547011,6.21248370155601,14.280578948279508,4.71296277704623,27.3219784648326,50.761260582460345
23.922872240039915,0.0237645096083656,0.3313830310862546,1.9809377406551607,16.988575414968178,18.135991835931883,53.41705098181208,5.902040883413894,14.026222824882542,5.005485919107185,28.51709161839079,62.95788605134126,23.922872240039915,0.0237645096083656,0.3313830310862546,1.9809377406551607,16.988575414968178,18.135991835931883,53.41705098181208,5.902040883413894,14.026222824882542,5.005485919107185,28.51709161839079,62.95788605134126
28.67084842347057,-0.1816335231055661,0.8038005219822821,2.1811171118880948,11.37227320106078,16.751662464721786,54.65874956778377,5.466360813467668,14.369840533050198,5.524333893993395,30.702349817429123,76.1317004402185,28.67084842347057,-0.1816335231055661,0.8038005219822821,2.1811171118880948,11.37227320106078,16.751662464721786,54.65874956778377,5.466360813467668,14.369840533050198,5.524333893993395,30.702349817429123,76.1317004402185
33.55030426059405,-0.4879250846637957,1.2657373071778748,2.4745731983134043,7.01586866872144,15.326296299038514,53.67096776150405,4.949432186999345,15.14071499907513,5.966426973991641,32.46003391107308,85.10602212045374,33.55030426059405,-0.4879250846637957,1.2657373071778748,2.4745731983134043,7.01586866872144,15.326296299038514,53.67096776150405,4.949432186999345,15.14071499907513,5.966426973991641,32.46003391107308,85.10602212045374
39.01908271580638,-0.8171308735261027,1.9772035855835872,3.052299392884551,4.798730146555577,13.742069658544455,52.97075811407623,4.438392537509444,16.858372354905026,6.193031134518538,34.002959109309415,84.47489489645005,39.01908271580638,-0.8171308735261027,1.9772035855835872,3.052299392884551,4.798730146555577,13.742069658544455,52.97075811407623,4.438392537509444,16.858372354905026,6.193031134518538,34.002959109309415,84.47489489645005
41.42801190905078,-0.3361292730638987,2.827157818795269,4.616419742054245,4.562590033542366,12.547158867986,52.99968432282316,4.138581042527898,19.60394649553737,6.43471751789261,36.42189836922876,70.22007161550083,41.42801190905078,-0.3361292730638987,2.827157818795269,4.616419742054245,4.562590033542366,12.547158867986,52.99968432282316,4.138581042527898,19.60394649553737,6.43471751789261,36.42189836922876,70.22007161550083
37.53985496059496,-0.8470389665606874,3.832681840276576,5.930532698066381,4.60879922320327,13.107214477000795,55.27598466554358,4.215787707827308,22.516861624638405,6.617864558122582,39.65012203525828,49.95930158687238,37.53985496059496,-0.8470389665606874,3.832681840276576,5.930532698066381,4.60879922320327,13.107214477000795,55.27598466554358,4.215787707827308,22.516861624638405,6.617864558122582,39.65012203525828,49.95930158687238
30.66399386794638,-0.8623520877495894,5.027059098450067,6.182947202377434,4.393476865635481,13.465239638153848,58.26120771252295,4.874790233244007,24.47835210684334,6.728702696636557,43.40217154275862,37.48811709085837,30.66399386794638,-0.8623520877495894,5.027059098450067,6.182947202377434,4.393476865635481,13.465239638153848,58.26120771252295,4.874790233244007,24.47835210684334,6.728702696636557,43.40217154275862,37.48811709085837
25.900152783610974,-0.7724556594762659,6.154180319454426,6.5242747187492895,5.060297868346202,11.941644033099074,65.78742572141692,7.075044568010444,25.8171029402252,6.8644159852354765,47.68310353459468,34.797176296742975,25.900152783610974,-0.7724556594762659,6.154180319454426,6.5242747187492895,5.060297868346202,11.941644033099074,65.78742572141692,7.075044568010444,25.8171029402252,6.8644159852354765,47.68310353459468,34.797176296742975
26.36802602713654,-0.436008013250222,7.461240097509705,8.085337117162718,7.4923112013341555,13.175091459799216,82.38790776617724,11.371330839123113,28.062038132640428,7.255176925038349,52.76957740010136,32.67620119672979,26.36802602713654,-0.436008013250222,7.461240097509705,8.085337117162718,7.4923112013341555,13.175091459799216,82.38790776617724,11.371330839123113,28.062038132640428,7.255176925038349,52.76957740010136,32.67620119672979
32.95166714982389,0.5889658937943034,7.458598931920985,8.675508913978721,10.089934826383498,18.582115892495324,91.3520060095174,13.822198268136006,30.969284373003177,7.118331412888601,56.35607890225209,28.917150848646493,32.95166714982389,0.5889658937943034,7.458598931920985,8.675508913978721,10.089934826383498,18.582115892495324,91.3520060095174,13.822198268136006,30.969284373003177,7.118331412888601,56.35607890225209,28.917150848646493
43.716905320747685,0.5401967769813427,4.6189489022862,9.755637464898246,11.070276159467138,20.58363207666377,90.10100008616112,11.752516084163284,36.4001546646464,7.613041949639856,61.19080952403753,32.297887867025864,43.716905320747685,0.5401967769813427,4.6189489022862,9.755637464898246,11.070276159467138,20.58363207666377,90.10100008616112,11.752516084163284,36.4001546646464,7.613041949639856,61.19080952403753,32.297887867025864
45.98657477573568,-0.2565501217415495,2.209737150324917,11.191809057744344,11.20115870439191,21.877261514735345,92.0623080993106,8.850711215459034,43.77221550074446,8.533206687374918,66.87839954363938,44.02336043105158,45.98657477573568,-0.2565501217415495,2.209737150324917,11.191809057744344,11.20115870439191,21.877261514735345,92.0623080993106,8.850711215459034,43.77221550074446,8.533206687374918,66.87839954363938,44.02336043105158
39.345412516505945,-0.1442806578007109,0.9174329017875982,13.099182494669945,10.932661326648995,25.72946333681523,88.0353191894296,8.329418803531274,48.14682720727773,9.821960177068076,77.10290939165932,78.21081099059619,39.345412516505945,-0.1442806578007109,0.9174329017875982,13.099182494669945,10.932661326648995,25.72946333681523,88.0353191894296,8.329418803531274,48.14682720727773,9.821960177068076,77.10290939165932,78.21081099059619
32.15217127181641,0.0197452083824862,2.211348708792661,17.987236415932685,9.808552671544394,40.903518041901705,99.5911437245196,9.424769434295849,48.60990908026093,11.299833133612164,85.22620024351757,77.39639255238824,32.15217127181641,0.0197452083824862,2.211348708792661,17.987236415932685,9.808552671544394,40.903518041901705,99.5911437245196,9.424769434295849,48.60990908026093,11.299833133612164,85.22620024351757,77.39639255238824
20.423663825832968,0.7433974562999697,1.899627204288997,21.882430113619304,5.838176949303559,71.7725083397371,95.0384113720648,9.49615742103273,45.704315137718986,11.397477892018646,78.67401380297252,36.16281894461709,20.423663825832968,0.7433974562999697,1.899627204288997,21.882430113619304,5.838176949303559,71.7725083397371,95.0384113720648,9.49615742103273,45.704315137718986,11.397477892018646,78.67401380297252,36.16281894461709
24.21863507668857,4.378537049161179,12.93334955765644,26.66115879936653,5.971594846304486,73.70851488052257,87.0515074677475,8.202923130824928,57.28647655643507,8.323888258882608,56.47211651394434,29.53227447067541,24.21863507668857,4.378537049161179,12.93334955765644,26.66115879936653,5.971594846304486,73.70851488052257,87.0515074677475,8.202923130824928,57.28647655643507,8.323888258882608,56.47211651394434,29.532274470675414
32.26292894894176,3.039472060812333,10.416877604717452,31.86987313745044,5.773026475725073,42.35418073575974,47.65192094368514,8.450134958118301,61.00403340760056,5.618818261639319,28.05112040540326,16.635719392113376,32.26292894894176,3.039472060812333,10.416877604717452,31.86987313745044,5.773026475725073,42.35418073575974,47.65192094368514,8.450134958118301,61.00403340760056,5.618818261639319,28.05112040540326,16.635719392113376
30.466108976565565,3.333286568335441,5.788556011827691,34.8490579123577,12.184847797837962,23.219491498788265,29.07547304288036,10.07846041807954,59.28345527015556,4.16344919633758,53.132194802238125,10.043292004824425,30.466108976565565,3.333286568335441,5.788556011827691,34.8490579123577,12.184847797837962,23.219491498788265,29.07547304288036,10.07846041807954,59.28345527015556,4.16344919633758,53.132194802238125,10.043292004824425
39.5807244839434,5.1401424438635495,9.159956628481208,55.61166392034811,9.672244449864603,54.32733022410597,95.87306010579016,10.03982861466636,107.3176327313014,6.991006655808423,67.82004188003847,17.621711884302382,39.5807244839434,5.1401424438635495,9.159956628481208,55.61166392034811,9.672244449864603,54.32733022410597,95.87306010579016,10.03982861466636,107.3176327313014,6.991006655808423,67.82004188003847,17.621711884302382
