RMS_Standard_deviation,RMS_Standard_deviation.1,RMS_Standard_deviation.2,RMS_Standard_deviation.3,RMS_Standard_deviation.4,RMS_Standard_deviation.5,RMS_Standard_deviation.6,RMS_Standard_deviation.7,RMS_Standard_deviation.8,RMS_Standard_deviation.9,RMS_Standard_deviation.10,RMS_Standard_deviation.11,RMS_Standard_deviation.12,RMS_Standard_deviation.13,RMS_Standard_deviation.14,RMS_Standard_deviation.15,RMS_Standard_deviation.16,RMS_Standard_deviation.17,RMS_Standard_deviation.18,RMS_Standard_deviation.19,RMS_Standard_deviation.20,RMS_Standard_deviation.21,RMS_Standard_deviation.22,RMS_Standard_deviation
11.968033550459412,13.374100716052236,16.64378375718798,26.345249713444485,8.976476113066143,10.88432790100074,11.018940319617425,5.042605035485707,7.855523579798266,3.9742604076593206,16.86380005476571,3.456908037045301,11.968033550459412,13.374100716052236,16.64378375718798,26.345249713444485,8.976476113066143,10.88432790100074,11.018940319617425,5.042605035485707,7.855523579798266,3.9742604076593206,16.86380005476571,3.456908037045301
11.710602707064345,12.288668069018083,16.202669525699253,26.188992454468668,8.5475690212326,10.820072497438296,10.676270886575791,4.952293377557058,7.604850673829171,3.868399448213601,16.610044619157954,3.321699783619382,11.710602707064345,12.288668069018083,16.202669525699253,26.188992454468668,8.5475690212326,10.820072497438296,10.676270886575791,4.952293377557058,7.604850673829171,3.868399448213601,16.610044619157954,3.321699783619382
11.449261647399656,11.643577311190873,15.530914452631658,25.699289504483914,8.081680944807635,10.751443511772118,10.275333261912694,4.814137087359684,7.357224895552736,3.74775040679664,16.122388668391892,3.1745700241819232,11.449261647399656,11.643577311190873,15.530914452631658,25.699289504483914,8.081680944807635,10.751443511772118,10.275333261912694,4.814137087359684,7.357224895552736,3.74775040679664,16.122388668391892,3.1745700241819232
11.192190501917224,11.145050193194551,14.83075673611959,24.97618356450881,7.6088786525142575,10.667759693656432,9.84770003714803,4.638174195962963,7.116123226376272,3.618945291279184,15.464048073733876,3.026644888964052,11.192190501917224,11.145050193194551,14.83075673611959,24.97618356450881,7.6088786525142575,10.667759693656432,9.84770003714803,4.638174195962963,7.116123226376272,3.618945291279184,15.464048073733876,3.026644888964052
10.954954664793402,10.811333670538716,13.846686967758789,23.97765476411684,7.1422418320088905,10.560744047198014,9.4138208702815,4.467243427073874,6.886484298587318,3.481891009292014,14.645980414406514,2.890440562798647,10.954954664793402,10.811333670538716,13.846686967758789,23.97765476411684,7.1422418320088905,10.560744047198014,9.4138208702815,4.467243427073874,6.886484298587318,3.481891009292014,14.645980414406514,2.890440562798647
10.694685293402692,11.062204684636374,12.733454497685502,22.588034610618525,6.703294467287111,10.416067563414362,9.048859223832295,4.315926880877003,6.654950934319226,3.3356024000966613,13.664717542268358,2.7785904888004835,10.694685293402692,11.062204684636374,12.733454497685502,22.588034610618525,6.703294467287111,10.416067563414362,9.048859223832295,4.315926880877003,6.654950934319226,3.3356024000966613,13.664717542268358,2.7785904888004835
10.331172357397689,11.46243402757425,11.713767499868442,20.95043641238337,6.282473159381369,10.141268209587528,8.769332896052328,4.198062664840722,6.403217758107016,3.1657329047857967,12.459262413820683,2.6827402721743825,10.331172357397689,11.46243402757425,11.713767499868442,20.95043641238337,6.282473159381369,10.141268209587528,8.769332896052328,4.198062664840722,6.403217758107016,3.1657329047857967,12.459262413820683,2.6827402721743825
9.89280102915113,11.028844066630995,10.914932846439632,19.243331822684542,5.948404050496756,9.807837018150844,8.58198884526082,4.126864140991653,6.147303715233253,2.995016431614103,11.22290587947458,2.6178976594481145,9.89280102915113,11.028844066630995,10.914932846439632,19.243331822684542,5.948404050496756,9.807837018150844,8.58198884526082,4.126864140991653,6.147303715233253,2.995016431614103,11.22290587947458,2.6178976594481145
9.394863231450064,10.960098269776038,10.540083948332391,17.912297921884054,5.68860876144591,9.410001439807226,8.520175594538914,4.091882441927293,5.906881121889229,2.825321568386655,9.980118952485238,2.574224631009884,9.394863231450064,10.960098269776038,10.540083948332391,17.912297921884054,5.68860876144591,9.410001439807226,8.520175594538914,4.091882441927293,5.906881121889229,2.825321568386655,9.980118952485238,2.574224631009884
8.8937174016647,11.279996018535256,10.502409977038388,16.83358014881677,5.4934784647768495,8.967145404258225,8.485924015682608,4.070972634034294,5.675283522668629,2.669590846918179,8.866707015921284,2.530496171126292,8.8937174016647,11.279996018535256,10.502409977038388,16.83358014881677,5.4934784647768495,8.967145404258225,8.485924015682608,4.070972634034294,5.675283522668629,2.669590846918179,8.866707015921284,2.530496171126292
8.374198466468927,11.550186665532715,10.49447703050671,15.81316061736613,5.32996262273282,8.477667533506166,8.477459783135645,4.030465389945361,5.443621410130235,2.5302785147118296,7.92449398561435,2.4699254217528512,8.374198466468927,11.550186665532715,10.49447703050671,15.81316061736613,5.32996262273282,8.477667533506166,8.477459783135645,4.030465389945361,5.443621410130235,2.5302785147118296,7.92449398561435,2.4699254217528512
7.848706696046693,11.251827538276272,10.687367078351706,15.24419326703101,5.172012486765071,8.009990355737678,8.486911938875055,3.960424400172996,5.250352180324847,2.430925196793408,7.2330396687334835,2.395234863428612,7.848706696046693,11.251827538276272,10.687367078351706,15.24419326703101,5.172012486765071,8.009990355737678,8.486911938875055,3.960424400172996,5.250352180324847,2.430925196793408,7.2330396687334835,2.395234863428612
7.342262402490173,10.655758469519029,11.29466110498779,14.78989645447389,5.046415147348431,7.60413207777823,8.575712115471935,3.910465440568366,5.169317328933729,2.382447971153033,6.848263476336733,2.339280056355141,7.342262402490173,10.655758469519029,11.29466110498779,14.78989645447389,5.046415147348431,7.60413207777823,8.575712115471935,3.910465440568366,5.169317328933729,2.382447971153033,6.848263476336733,2.339280056355141
6.7927482712110026,9.546609149449791,11.76987924160427,14.46257710550044,4.873269105776541,7.153466256440135,8.4702636320042,3.799486609463024,5.066461032009761,2.3292096223422125,6.599440141128227,2.274861052144309,6.7927482712110026,9.546609149449791,11.76987924160427,14.46257710550044,4.873269105776541,7.153466256440135,8.4702636320042,3.799486609463024,5.066461032009761,2.3292096223422125,6.599440141128227,2.274861052144309
6.296351772709661,8.633922387304171,11.7906550262326,14.6152682063861,4.694660277061086,6.648675976952368,8.150147053844913,3.6299572086852456,4.959767696844504,2.2583951140555296,6.40688994729236,2.2087680169489494,6.296351772709661,8.633922387304171,11.7906550262326,14.6152682063861,4.694660277061086,6.648675976952368,8.150147053844913,3.6299572086852456,4.959767696844504,2.2583951140555296,6.40688994729236,2.2087680169489494
5.911826588122917,7.9153286384597425,11.373413003828436,14.738981027223518,4.576101511149452,6.218810369739865,7.674089192710948,3.429993460231133,4.843566852534543,2.161395543675597,6.178494859815537,2.1408063300773987,5.911826588122917,7.9153286384597425,11.373413003828436,14.738981027223518,4.576101511149452,6.218810369739865,7.674089192710948,3.429993460231133,4.843566852534543,2.161395543675597,6.178494859815537,2.1408063300773987
5.5309416643796965,7.425897840526504,10.396242199386826,15.001781947671684,4.485975155541407,5.868194215122026,6.989727571097475,3.205489416118216,4.682764086655957,2.0274983855731024,5.874975321530439,2.044676709735864,5.5309416643796965,7.425897840526504,10.396242199386826,15.001781947671684,4.485975155541407,5.868194215122026,6.989727571097475,3.205489416118216,4.682764086655957,2.0274983855731024,5.874975321530439,2.044676709735864
5.176405478749022,7.500160718831599,9.346916951627067,14.955798406239492,4.376597406078641,5.5700360989148985,6.2450961549026,3.002346431504239,4.523394086895935,1.8986087303369048,5.58094085521611,1.930142339860052,5.176405478749022,7.500160718831599,9.346916951627067,14.955798406239492,4.376597406078641,5.5700360989148985,6.2450961549026,3.002346431504239,4.523394086895935,1.8986087303369048,5.58094085521611,1.930142339860052
4.854469878666312,8.798493095675429,8.399312756133716,14.574005269376382,4.209145363581489,5.375932120340848,5.704374577364948,2.843689621966518,4.394934620888445,1.8283841527297835,5.36606533722644,1.817852943008753,4.854469878666312,8.798493095675429,8.399312756133716,14.574005269376382,4.209145363581489,5.375932120340848,5.704374577364948,2.843689621966518,4.394934620888445,1.8283841527297835,5.36606533722644,1.817852943008753
4.528363436420624,9.177778956853372,7.935773037543374,13.603383482498772,3.907250108179766,5.243450870352202,5.459587704798549,2.710811458532208,4.189392821030689,1.8661166179297544,5.214499619851703,1.701608448590782,4.528363436420624,9.177778956853372,7.935773037543374,13.603383482498772,3.907250108179766,5.243450870352202,5.459587704798549,2.710811458532208,4.189392821030689,1.8661166179297544,5.214499619851703,1.701608448590782
4.184725385096223,10.39213953571978,7.803350402879175,11.435343069036833,3.4724329247819896,5.050333253630178,5.447669859884394,2.589371587198429,3.8420293847405897,1.965296847591767,5.022818224540611,1.5746413162988036,4.184725385096223,10.39213953571978,7.803350402879175,11.435343069036833,3.4724329247819896,5.050333253630178,5.447669859884394,2.589371587198429,3.8420293847405897,1.965296847591767,5.022818224540611,1.5746413162988036
3.8891593032475646,11.330337762696477,8.130671037227076,9.17434134058612,3.0311596828550447,4.692771853901834,5.467319675285412,2.5150871348988453,3.39765147378055,1.9721146449466729,4.892501215340798,1.4649496407873817,3.8891593032475646,11.330337762696477,8.130671037227076,9.17434134058612,3.0311596828550447,4.692771853901834,5.467319675285412,2.5150871348988453,3.39765147378055,1.9721146449466729,4.892501215340798,1.4649496407873817
3.5228190199851555,11.32867532433613,7.503812242954807,7.01047301836255,2.6373524796557977,4.045010008995872,5.158755048761287,2.503570485031368,2.962975127413608,1.754868333349347,4.798900967002464,1.347617706986373,3.5228190199851555,11.32867532433613,7.503812242954807,7.01047301836255,2.6373524796557977,4.045010008995872,5.158755048761287,2.503570485031368,2.962975127413608,1.754868333349347,4.798900967002464,1.347617706986373
3.0797785799702204,11.099827209583308,5.655475014567037,5.878275095807089,2.28673317643402,3.392505586929038,4.661102923537318,2.431812548364181,2.5443157458935484,1.5032266928355922,4.593923687511516,1.2279380639654414,3.0797785799702204,11.099827209583308,5.655475014567037,5.878275095807089,2.28673317643402,3.392505586929038,4.661102923537318,2.431812548364181,2.5443157458935484,1.5032266928355922,4.593923687511516,1.2279380639654414
2.780311617643731,10.432791833539024,4.302525802643252,6.040970722874902,1.9447267178754424,3.073723065128084,4.1563513199835365,2.192377660272102,2.117973741917804,1.370237177601542,3.786283193377368,1.1092313621347425,2.780311617643731,10.432791833539024,4.302525802643252,6.040970722874902,1.9447267178754424,3.073723065128084,4.1563513199835365,2.192377660272102,2.117973741917804,1.370237177601542,3.786283193377368,1.1092313621347425
2.541694597402886,7.989197074463705,3.4608114119683338,5.990201688513249,1.539826931809945,2.67575253831766,3.724929308547368,1.914535947203834,1.866959795559885,1.2122262069667726,2.860579971254196,0.9919540217186436,2.541694597402886,7.989197074463705,3.4608114119683338,5.990201688513249,1.539826931809945,2.67575253831766,3.724929308547368,1.914535947203834,1.866959795559885,1.2122262069667726,2.860579971254196,0.9919540217186436
2.179251827335908,6.721115731085975,3.0876228609511145,5.186091639713137,1.201910663754398,2.065214087959695,3.1717614413323867,1.6960448190607778,1.7314055339294383,0.9795989405836344,2.5857257818620054,0.9166382942145496,2.179251827335908,6.721115731085975,3.0876228609511145,5.186091639713137,1.201910663754398,2.065214087959695,3.1717614413323867,1.6960448190607778,1.7314055339294383,0.9795989405836344,2.5857257818620054,0.9166382942145496
1.704525132120019,6.42117190100356,3.9027953060083056,4.256081281625022,1.0892890738177976,1.4805932948647125,2.6669729435460856,1.382289141104962,1.3909086335901455,0.7592142445989678,1.8360304210101173,0.7807842156566424,1.704525132120019,6.42117190100356,3.9027953060083056,4.256081281625022,1.0892890738177976,1.4805932948647125,2.6669729435460856,1.382289141104962,1.3909086335901455,0.7592142445989678,1.8360304210101173,0.7807842156566424
1.1360819023080926,4.348104009974645,3.440097760925507,2.360995521779752,0.8007195820241354,0.971848744097986,1.563023286229637,0.9348591515115312,0.9182272883438044,0.519350259554162,1.2424644414929245,0.5837465283844295,1.1360819023080926,4.348104009974645,3.440097760925507,2.360995521779752,0.8007195820241354,0.971848744097986,1.563023286229637,0.9348591515115312,0.9182272883438044,0.519350259554162,1.2424644414929245,0.5837465283844295
0.5101521293924117,2.0279373944287347,1.2284355266884914,1.1945685687089098,0.3272144019865323,0.4705763583566494,0.757828453675876,0.4047689348728632,0.412809343096439,0.2278387266989472,0.5699988376743319,0.2308705690853998,0.5101521293924117,2.0279373944287347,1.2284355266884914,1.1945685687089098,0.3272144019865323,0.4705763583566494,0.757828453675876,0.4047689348728632,0.412809343096439,0.2278387266989472,0.5699988376743319,0.2308705690853998
