Rise-Time_Mean,Rise-Time_Mean.1,Rise-Time_Mean.2,Rise-Time_Mean.3,Rise-Time_Mean.4,Rise-Time_Mean.5,Rise-Time_Mean.6,Rise-Time_Mean.7,Rise-Time_Mean.8,Rise-Time_Mean.9,Rise-Time_Mean.10,Rise-Time_Mean.11,Rise-Time_Mean.12,Rise-Time_Mean.13,Rise-Time_Mean.14,Rise-Time_Mean.15,Rise-Time_Mean.16,Rise-Time_Mean.17,Rise-Time_Mean.18,Rise-Time_Mean.19,Rise-Time_Mean.20,Rise-Time_Mean.21,Rise-Time_Mean.22,Rise-Time_Mean
18.621245931577427,23.20347747864356,17.25705945900406,19.1928514199106,7.051411109701299,21.683118456398187,23.751841139982584,10.792304288055474,17.89431229067005,8.600542866012875,8.590845446081763,7.814020436122739,18.621245931577427,23.20347747864356,17.25705945900406,19.1928514199106,7.051411109701299,21.683118456398187,23.751841139982584,10.792304288055474,17.89431229067005,8.600542866012875,8.590845446081763,7.814020436122739
18.269725108040635,21.228158958545794,19.841145146249776,19.69734843845568,6.925775872816874,21.038867905002345,23.259437181092924,10.771394179370764,17.560128489555897,8.474042164253852,8.793439421777832,7.705491157007884,18.269725108040635,21.228158958545794,19.841145146249776,19.69734843845568,6.925775872816874,21.038867905002345,23.259437181092924,10.771394179370764,17.560128489555897,8.474042164253852,8.793439421777832,7.705491157007884
17.720353724377706,19.08121255670207,23.12190360702584,20.190548068722283,6.803950299292539,20.363055297242987,22.76704778426799,10.688129865994055,17.284734086166853,8.341825765105574,9.015137981882962,7.617403825941845,17.720353724377706,19.08121255670207,23.12190360702584,20.190548068722283,6.803950299292539,20.363055297242987,22.76704778426799,10.688129865994055,17.284734086166853,8.341825765105574,9.015137981882962,7.617403825941845
16.99497981208969,17.475341477772837,26.768860431104656,20.53931458619061,6.69269152488469,19.64630184207388,22.2892659999701,10.56763597745564,17.00246002522082,8.230802864861637,9.190078314775928,7.552474133260857,16.99497981208969,17.475341477772837,26.768860431104656,20.53931458619061,6.69269152488469,19.64630184207388,22.2892659999701,10.56763597745564,17.00246002522082,8.230802864861637,9.190078314775928,7.552474133260857
16.20179661270625,19.02610909657939,30.357666046056075,20.5865685773892,6.5826179147388535,18.92587709405356,21.85174205855015,10.431395924060276,16.69599284192087,8.158676090113321,9.307151518674385,7.511401248709612,16.20179661270625,19.02610909657939,30.357666046056075,20.5865685773892,6.5826179147388535,18.92587709405356,21.85174205855015,10.431395924060276,16.69599284192087,8.158676090113321,9.307151518674385,7.511401248709612
15.429444218426852,23.100518393150537,33.58281832320737,20.55168707497343,6.455242826441936,18.18286358460641,21.542299796956044,10.28756568813269,16.32288829076103,8.130043860902996,9.289537766977991,7.5015309366703296,15.429444218426852,23.100518393150537,33.58281832320737,20.55168707497343,6.455242826441936,18.18286358460641,21.542299796956044,10.28756568813269,16.32288829076103,8.130043860902996,9.289537766977991,7.5015309366703296
14.700008464124677,28.17177825874681,35.78271716663174,20.63634768877263,6.229664682610324,17.464156777592386,21.27905981503328,10.077438216819427,15.769371719687491,8.12188483338939,9.191305130232337,7.466988100465832,14.700008464124677,28.17177825874681,35.78271716663174,20.63634768877263,6.229664682610324,17.464156777592386,21.27905981503328,10.077438216819427,15.769371719687491,8.12188483338939,9.191305130232337,7.466988100465832
14.072650803784695,33.120297727962274,36.50898716334859,20.93791457993351,5.966421552231463,16.899416149503253,21.11613786943848,9.859645660500636,15.084935788928682,8.091920395194851,9.036134897078767,7.38824037911662,14.072650803784695,33.120297727962274,36.50898716334859,20.93791457993351,5.966421552231463,16.899416149503253,21.11613786943848,9.859645660500636,15.084935788928682,8.091920395194851,9.036134897078767,7.38824037911662
13.4580310006243,37.80408389954224,35.99890299924864,21.382001197739825,5.673015903151722,16.24122695218719,21.122069746940618,9.654306549666677,14.317950836284972,8.05269041530081,8.774447594728333,7.281869718355946,13.4580310006243,37.80408389954224,35.99890299924864,21.382001197739825,5.673015903151722,16.24122695218719,21.122069746940618,9.654306549666677,14.317950836284972,8.05269041530081,8.774447594728333,7.281869718355946
12.951689631741068,41.13758325531149,34.07345757214558,21.764248418516026,5.434836144673932,15.63967640189797,21.19533778720494,9.518498358158698,13.696317892287192,8.00043610781573,8.379410362279033,7.165512373341345,12.951689631741068,41.13758325531149,34.07345757214558,21.764248418516026,5.434836144673932,15.63967640189797,21.19533778720494,9.518498358158698,13.696317892287192,8.00043610781573,8.379410362279033,7.165512373341345
12.52876033397904,42.97736969023995,30.80747328980561,21.52998709454073,5.210200901343325,14.926793786821191,20.96607597740737,9.41641384347235,13.072326271051589,7.886586448380109,7.893934088302072,7.013896104151478,12.52876033397904,42.97736969023995,30.80747328980561,21.52998709454073,5.210200901343325,14.926793786821191,20.96607597740737,9.41641384347235,13.072326271051589,7.886586448380109,7.893934088302072,7.013896104151478
12.194238352497758,42.47726656315676,26.866492370896136,20.632710712687327,4.973907041593474,14.125442122195478,20.55740973090544,9.331830173101528,12.483997807095216,7.690201713314186,7.402416438028625,6.883886034581607,12.194238352497758,42.47726656315676,26.866492370896136,20.632710712687327,4.973907041593474,14.125442122195478,20.55740973090544,9.331830173101528,12.483997807095216,7.690201713314186,7.402416438028625,6.883886034581607
12.05306303157203,40.49924837646156,22.754095757821275,19.50924881555729,4.833969577632266,13.433757185853857,20.18436106758184,9.438217344528589,11.92450724230221,7.509497993335566,7.002050048990255,6.855655356138357,12.05306303157203,40.49924837646156,22.754095757821275,19.50924881555729,4.833969577632266,13.433757185853857,20.18436106758184,9.438217344528589,11.92450724230221,7.509497993335566,7.002050048990255,6.855655356138357
11.815091950335123,36.253681531622334,18.897511995646017,18.041919615213672,4.6802958816324445,12.885360729961244,19.461384758711933,9.48183452616623,11.139613794527492,7.266766619206607,6.729915487574368,6.810187973496177,11.815091950335123,36.253681531622334,18.897511995646017,18.041919615213672,4.6802958816324445,12.885360729961244,19.461384758711933,9.48183452616623,11.139613794527492,7.266766619206607,6.729915487574368,6.810187973496177
11.471629901370807,30.831361583859465,15.852316905877176,16.95620536183603,4.532453297551251,12.303294907751445,18.46933212300228,9.499701548893649,10.381533876048035,7.049956998664189,6.520457595438234,6.743531419449357,11.471629901370807,30.831361583859465,15.852316905877176,16.95620536183603,4.532453297551251,12.303294907751445,18.46933212300228,9.499701548893649,10.381533876048035,7.049956998664189,6.520457595438234,6.743531419449357
11.05084665043348,25.369420996357245,13.781798530373042,17.43935210900704,4.398695790551731,11.729583928299702,17.357757404905897,9.458810648635223,9.882446305580924,6.949268199292345,6.388368960878628,6.676221042721393,11.05084665043348,25.369420996357245,13.781798530373042,17.43935210900704,4.398695790551731,11.729583928299702,17.357757404905897,9.458810648635223,9.882446305580924,6.949268199292345,6.388368960878628,6.676221042721393
10.50522308433699,20.568774303718136,12.73776996508879,19.09234667860078,4.272479058187631,11.31333423672544,16.017916495351994,9.2296429571844,9.629950717292616,6.853924648396728,6.184386672615891,6.52794657088073,10.50522308433699,20.568774303718136,12.73776996508879,19.09234667860078,4.272479058187631,11.31333423672544,16.017916495351994,9.2296429571844,9.629950717292616,6.853924648396728,6.184386672615891,6.52794657088073
9.883244730271048,17.801737607477353,11.617632149809138,20.145148381518705,4.216759397055516,11.104494278405802,14.662988273299089,8.8920889109784,9.219309957803272,6.779957378022737,5.992210832119818,6.35947894721593,9.883244730271048,17.801737607477353,11.617632149809138,20.145148381518705,4.216759397055516,11.104494278405802,14.662988273299089,8.8920889109784,9.219309957803272,6.779957378022737,5.992210832119818,6.35947894721593
9.137032637985545,15.308392489030206,10.127671659389495,20.14624251399221,4.268730092323134,11.019304997219193,13.624299317067122,8.630119820463843,8.396779318768024,6.763061624178984,5.932439280175615,6.289831738849063,9.137032637985545,15.308392489030206,10.127671659389495,20.14624251399221,4.268730092323134,11.019304997219193,13.624299317067122,8.630119820463843,8.396779318768024,6.763061624178984,5.932439280175615,6.289831738849063
8.304679021834014,13.33282949003011,9.418072241879234,18.52099659753694,4.315206544229628,10.682813384063564,13.190400568973116,8.363513721703535,7.318970699719736,6.685843863713884,5.724333988561953,6.215532555775611,8.304679021834014,13.33282949003011,9.418072241879234,18.52099659753694,4.315206544229628,10.682813384063564,13.190400568973116,8.363513721703535,7.318970699719736,6.685843863713884,5.724333988561953,6.215532555775611
7.545359170631049,13.172039581241826,10.331465861840751,16.596536322304832,4.311484780492912,10.062705930695795,13.15909439497204,8.010391541012897,6.355872470537938,6.525136379970511,5.413094240973911,6.028449530136695,7.545359170631049,13.172039581241826,10.331465861840751,16.596536322304832,4.311484780492912,10.062705930695795,13.15909439497204,8.010391541012897,6.355872470537938,6.525136379970511,5.413094240973911,6.028449530136695
6.820999802252086,14.628107476118991,10.337556881729402,15.160337700901858,4.152148416601198,9.193753712628116,12.85116750760058,7.724495417742165,5.774059537666854,6.252998189732175,5.098343758666736,5.762209208982338,6.820999802252086,14.628107476118991,10.337556881729402,15.160337700901858,4.152148416601198,9.193753712628116,12.85116750760058,7.724495417742165,5.774059537666854,6.252998189732175,5.098343758666736,5.762209208982338
6.256053647259097,14.47508438734886,9.427804665999314,13.869752210179737,3.828933823537225,8.660652484766924,11.791553430021334,7.643837815201111,5.397723025075128,5.942797589752901,4.93434960750024,5.49784158500246,6.256053647259097,14.47508438734886,9.427804665999314,13.869752210179737,3.828933823537225,8.660652484766924,11.791553430021334,7.643837815201111,5.397723025075128,5.942797589752901,4.93434960750024,5.49784158500246
5.61483165244318,13.682666717414458,9.89276960040278,13.05400375186182,3.490409522474674,8.215058541694926,10.253856580906834,7.54075645413944,5.161731459694063,5.746291308776656,4.7688683533684255,5.314443292712254,5.61483165244318,13.682666717414458,9.89276960040278,13.05400375186182,3.490409522474674,8.215058541694926,10.253856580906834,7.54075645413944,5.161731459694063,5.746291308776656,4.7688683533684255,5.314443292712254
5.054232589222279,10.456947882589043,10.374327709215908,11.68376078647646,3.2091786664418547,7.6732597521583985,9.276457612312624,7.254361755567658,4.99442873896446,5.501540233121106,4.306379105664784,5.213380298850014,5.054232589222279,10.456947882589043,10.374327709215908,11.68376078647646,3.2091786664418547,7.6732597521583985,9.276457612312624,7.254361755567658,4.99442873896446,5.501540233121106,4.306379105664784,5.213380298850014
4.322191442125347,10.69701864344762,9.11691402624732,10.667028850509428,3.001593938552071,6.987740391180971,8.457879638831157,6.915374731142546,4.862422635775297,5.279752414369455,3.987755825340366,5.168820988502044,4.322191442125347,10.69701864344762,9.11691402624732,10.667028850509428,3.001593938552071,6.987740391180971,8.457879638831157,6.915374731142546,4.862422635775297,5.279752414369455,3.987755825340366,5.168820988502044
3.58663378802364,9.616026590785426,7.05412212386493,9.584666582129913,2.806670170089468,5.8938413560367575,7.409883855573355,6.386257299056275,4.23132707470162,5.034670226553692,3.840406107316836,4.993234726297455,3.58663378802364,9.616026590785426,7.05412212386493,9.584666582129913,2.806670170089468,5.8938413560367575,7.409883855573355,6.386257299056275,4.23132707470162,5.034670226553692,3.840406107316836,4.993234726297455
2.982571378926276,7.598312152695978,5.703810299086841,8.345122643551877,2.7045664631133444,4.583655501334308,5.727999944027265,5.570675664649356,3.349637347072689,4.651366393949086,3.2837904069993207,4.694630494398319,2.982571378926276,7.598312152695978,5.703810299086841,8.345122643551877,2.7045664631133444,4.583655501334308,5.727999944027265,5.570675664649356,3.349637347072689,4.651366393949086,3.2837904069993207,4.694630494398319
1.7906253801552612,5.4986849282916985,3.2252705424861183,5.37695672113608,2.1801577748799974,2.957632269125491,3.6659813264334224,4.262617275401095,2.359976939059748,3.429966746682324,2.4413726405350373,3.694176176418944,1.7906253801552612,5.4986849282916985,3.2252705424861183,5.37695672113608,2.1801577748799974,2.957632269125491,3.6659813264334224,4.262617275401095,2.359976939059748,3.429966746682324,2.4413726405350373,3.694176176418944
0.8111973268344501,2.093768967639152,1.4492184194123003,2.3540483003252017,0.7879812785409933,1.295741657507686,1.5677295720594295,1.610420920463121,0.962282334303542,1.296826908697503,0.9518236074546184,1.3521399052869276,0.8111973268344501,2.093768967639152,1.4492184194123003,2.3540483003252017,0.7879812785409933,1.295741657507686,1.5677295720594295,1.610420920463121,0.962282334303542,1.296826908697503,0.9518236074546184,1.3521399052869276
