Rise-Time_Peak,Rise-Time_Peak.1,Rise-Time_Peak.2,Rise-Time_Peak.3,Rise-Time_Peak.4,Rise-Time_Peak.5,Rise-Time_Peak.6,Rise-Time_Peak.7,Rise-Time_Peak.8,Rise-Time_Peak.9,Rise-Time_Peak.10,Rise-Time_Peak
2207.2,470.7,1492.3,892.5,590.8,943.5,3233.2,672.4,419.3,995.3,248.1,8728.6
146.7,74.1,784.6,158.6,77.1,74.1,88.6,609.8,130.7,50.3,70.7,322.9
270.0,68.3,76.9,158.8,70.3,61.55,67.9,92.1,92.1,53.33333333333333,43.9,112.5
535.7,67.76666666666667,72.95,97.7,88.0,49.0,65.7,413.5,62.3,56.36666666666667,147.7,297.5
484.0,67.23333333333333,69.0,91.3,70.1,61.9,62.43333333333334,92.2,119.1,59.4,72.3,333.8
513.3,66.7,60.3,61.9,202.8333333333333,74.8,59.16666666666666,49.5,80.6,201.3,563.75,607.5
468.2,66.16666666666666,113.66666666666669,84.2,335.5666666666667,39.2,55.9,69.2,96.2,192.94,1055.2,531.4
466.1,65.63333333333333,167.03333333333336,70.8,468.3,80.5,58.3,72.8,71.65,184.58,104.7,512.0
151.7,65.1,220.4,81.1,270.85,85.2,59.95,66.1,47.1,176.22,315.5,727.4
628.6,64.56666666666666,44.2,83.9,73.4,89.9,61.6,25.8,75.45,167.86,265.3,649.1
88.9,64.03333333333333,48.75,196.7,94.3,262.4,63.25,130.2,103.8,159.5,283.8,530.4
144.1,63.5,53.3,75.1,77.1,420.5,64.9,42.3,82.3,151.14,284.9,857.9
121.4,62.96666666666667,52.3,73.7,42.6,210.5,275.5,90.0,111.7,142.78,428.7,597.9
143.5,62.43333333333333,56.3,337.8,43.9,380.0,242.44,76.3,70.4,134.42000000000002,249.9,567.0
108.8,61.9,109.0,197.85,43.7,323.4,209.38,40.1,153.4,126.06,297.8,699.2
278.1,63.92727272727273,103.02857142857142,57.9,43.5,231.75,176.32,74.9,54.3,117.7,204.0,919.2
411.1,65.95454545454545,97.05714285714286,58.6,43.3,140.1,143.26,88.2,80.69999999999999,109.34,285.5,886.1
68.5,67.98181818181818,91.08571428571427,88.1,43.93333333333333,111.3,110.2,71.8,107.1,100.98,213.5,854.0
100.2,70.00909090909092,85.11428571428571,59.8,44.56666666666667,103.8,99.9,220.6,103.9,92.62,322.2,804.7
111.1,72.03636363636363,79.14285714285714,31.5,45.2,96.3,89.6,72.0,70.0,84.25999999999999,270.7,996.3
99.1,74.06363636363636,73.17142857142858,66.4,52.9,89.5,64.7,73.9,43.3,75.9,76.6,743.3
337.6,76.0909090909091,67.2,105.0,61.8,79.7,70.15,213.1,199.6,68.25,66.5,1037.6
103.9,78.11818181818182,63.73,41.6,70.7,82.6,75.6,254.0,109.4,60.6,118.6,658.1
83.2,80.14545454545456,60.260000000000005,78.7,79.6,88.6,97.25,348.7,105.6,61.875,97.0,884.1
97.6,82.17272727272727,56.790000000000006,94.3,88.5,78.3,118.9,332.9,75.5,63.150000000000006,101.0,813.7
403.1,84.2,53.32,95.3,30.2,52.9,89.5,268.3,53.7,64.425,217.4,1030.4
95.1,84.2,49.85,191.2,42.2,53.16666666666666,82.4,150.3,101.9,65.7,100.3,833.5
430.9,82.29473684210527,46.38,69.0,54.2,53.43333333333334,120.1,177.8,67.4,66.97500000000001,256.1,745.3
98.9,80.38947368421053,42.91,317.4,75.1,53.7,61.5,83.3,89.4,68.25,114.7,1083.7
92.8,78.48421052631579,39.44,88.5,745.7,79.7,78.8,76.1,39.2,69.525,88.4,951.7
105.4,76.57894736842105,35.97,49.7,76.5,150.0,52.8,79.3,50.3,70.80000000000001,124.0,1091.2
508.9,74.67368421052632,32.5,149.9,66.6,176.4,106.3,79.5,106.9,72.075,128.3,845.2
184.0,72.76842105263158,32.9,275.3,49.3,158.1,90.53333333333332,90.5,64.7,73.35000000000001,233.0,859.0
191.0,70.86315789473684,33.24444444444444,402.9,65.0,90.2,74.76666666666667,136.3,96.5,74.625,140.0,852.2
97.1,68.9578947368421,33.58888888888889,332.4,81.8,254.6,59.0,80.1,170.4,75.9,136.8,850.9
97.0,67.05263157894737,33.93333333333333,716.4,50.9,147.4,61.0,236.6,87.2,68.25,61.1,732.7
374.3,65.14736842105263,34.27777777777778,387.2,133.0,458.1,63.0,86.5,105.8,60.6,133.9,826.8
486.2,63.242105263157896,34.62222222222222,410.5,86.1,128.4,59.016666666666666,183.5,92.3,62.14,134.1,873.4
161.7,61.33684210526316,34.96666666666667,380.2,156.8,592.4,55.03333333333333,101.0,114.8,63.68,133.6,937.7
573.3,59.43157894736842,35.31111111111111,534.2,111.7,489.6,51.05,86.9,55.3,65.22,58.2,891.8
663.1,57.526315789473685,35.65555555555556,663.2,160.9,345.0,47.06666666666667,1157.4,102.1,66.76,121.0,1115.6
938.9,55.62105263157895,36.0,828.6,361.5,728.4,43.083333333333336,171.6,103.2,68.3,113.5,993.8
121.7,53.71578947368421,37.65555555555556,728.0,247.3,671.0,39.1,347.1,256.3,69.84,170.4,1032.9
114.6,51.810526315789474,39.31111111111111,1015.7,282.3,735.1,39.575,107.6,139.8,71.38,113.5,773.5
135.8,49.90526315789474,40.96666666666667,416.0,277.4,133.7,40.05,205.8,94.2,72.92,113.9,1195.1
495.8,48.0,42.62222222222222,655.5,293.0,101.6,40.525,137.3,220.4,74.46,106.9,917.8
507.2,50.40909090909091,44.27777777777778,793.8,293.2,279.0,41.0,115.2,91.6,76.0,563.9,738.8
472.1,52.81818181818182,45.93333333333334,441.1,295.6,414.8,42.6,104.6,312.2,96.1,110.1,1086.1
434.1,55.22727272727273,47.58888888888889,818.2,294.5,128.6,44.2,70.3,462.1,66.8,115.4,985.6
139.7,57.63636363636364,49.24444444444444,436.5,292.4,206.2,45.8,168.4,500.0,75.1,113.9,1001.5
105.3,60.04545454545455,50.9,303.7,136.1,412.8,47.4,79.3,469.6,68.94999999999999,115.8,932.2
129.5,62.45454545454545,52.55555555555556,561.9,345.3,307.2,49.0,133.7,100.0,62.8,121.3,980.1
106.6,64.86363636363636,54.21111111111111,446.0,348.8,336.4,50.6,54.2,88.6,63.15454545454545,237.6,794.1
111.4,67.27272727272728,55.86666666666667,721.0,321.1,385.4,52.2,325.9,150.7,63.50909090909091,79.3,504.7
219.2,69.68181818181819,57.52222222222223,716.8,402.4,331.6,53.8,360.3,125.0,63.86363636363636,165.8,608.0
203.5,72.0909090909091,59.17777777777778,1400.8,342.2,238.2,55.4,394.7,78.8,64.21818181818182,135.4,641.9
132.0,74.5,60.83333333333333,1139.7,174.7,246.3,57.0,398.3,78.7,64.57272727272728,54.3,325.5
134.6,73.81447368421053,62.48888888888889,730.7,271.0,424.8,58.6,450.6,124.7,64.92727272727272,110.4,379.1
102.5,73.12894736842105,64.14444444444445,1121.0,440.5,340.9,61.516666666666666,548.1,97.4,65.28181818181818,332.7,884.8
168.2,72.44342105263158,65.8,664.0,283.0,285.8,64.43333333333334,274.5,72.9,65.63636363636364,77.4,321.4
123.5,71.7578947368421,62.92222222222222,857.8,336.2,328.2,67.35,259.9,99.8,65.9909090909091,120.3,619.3
133.4,71.07236842105263,60.04444444444445,1122.4,270.0,344.4,70.26666666666667,95.9,34.9,66.34545454545454,71.5,363.8
143.1,70.38684210526316,57.16666666666666,1040.9,299.9,302.9,73.18333333333334,87.3,77.0,66.7,113.2,613.6
123.7,69.70131578947368,54.28888888888888,1347.7,280.7,272.1,76.1,76.2,73.1,78.8,216.7,376.7
133.2,69.01578947368421,51.41111111111111,925.6,294.3,247.4,76.2,46.2,75.3,71.3,311.5,664.2
334.1,68.33026315789473,48.53333333333333,1273.1,298.3,452.8,79.4,46.4,62.9,63.8,105.9,703.2
130.0,67.64473684210526,45.65555555555555,626.3,302.7,389.5,95.4,264.6,116.1,64.3,302.2,895.2
527.7,66.95921052631579,42.77777777777777,373.0,403.1,315.9,80.5,52.5,106.7,64.8,171.6,866.5
291.3,66.27368421052631,39.9,663.9,616.9,306.0,65.7,48.8,97.3,65.3,414.8,909.3
123.5,65.58815789473684,31.4,445.5,609.7,488.2,50.9,49.3,27.0,65.8,365.5,624.6
130.8,64.90263157894736,42.6,342.6,384.3,410.5,80.3,62.6,80.9,68.05,233.1,775.1
586.0,64.21710526315789,53.8,485.9,665.4,357.0,79.375,99.0,92.3,70.3,72.9,846.9
175.6,63.53157894736842,37.8,332.9,631.9,251.9,78.44999999999999,62.4,85.0,65.8,294.7,953.0
163.5,62.84605263157895,77.0,312.3,397.3,418.1,77.52499999999999,49.0,175.1,76.125,467.4,920.7
85.8,62.16052631578948,139.9,458.4,499.6,164.7,76.6,49.2,126.6,86.44999999999999,468.4,928.7
90.0,61.475,30.3,465.5,3868.8,123.4,60.95,47.6,142.2,96.775,460.3,1007.7
128.2,60.78947368421053,35.46666666666667,441.3,304.9,174.9,45.3,41.3,62.9,107.1,242.0,854.1
279.1,60.10394736842105,40.63333333333333,240.4,424.8,209.2,383.2,97.7,30.0,94.2,55.5,870.3
122.6,59.41842105263158,45.8,173.1,290.5,221.5,124.5,108.7,180.0,78.9,67.7,622.8
116.8,58.732894736842105,38.9,96.1,287.2,140.7,81.1,137.6,262.3,60.75,80.2,984.6
91.7,58.04736842105263,41.78333333333333,191.8,294.8,49.0,143.14999999999998,74.8,355.2,42.6,56.3,1000.7
116.4,57.36184210526316,44.66666666666666,143.2,427.6,66.7,205.2,239.0,235.7,63.0,249.7,1148.8
113.4,56.67631578947368,47.55,148.2,408.6,229.9,159.13333333333333,115.9,254.1,83.4,70.5,769.1
115.1,55.99078947368422,50.43333333333334,205.4,523.5,311.2,113.06666666666666,76.9,336.8,60.0,111.4,1104.0
89.0,55.30526315789474,53.31666666666667,201.0,487.4,52.5,67.0,94.8,136.7,83.5,83.5,1027.3
115.6,54.61973684210527,56.2,363.2,425.9,281.5,66.35,193.5,100.5,73.15,83.8,998.5
102.9,53.9342105263158,54.02,539.7,291.3,607.6,65.7,303.5,100.4,62.8,110.8,1007.7
357.2,53.24868421052632,51.84,321.1,292.0,453.3,65.05000000000001,183.5,222.1,64.05,41.3,1127.7
121.9,52.56315789473685,49.66,393.7,390.8,411.1,64.4,318.2,90.6,65.3,125.6,700.3
77.9,51.87763157894737,47.48,330.6,474.7,813.0,58.260000000000005,186.6,115.9,69.3,25.4,977.1
62.2,51.1921052631579,45.3,228.4,393.3,85.1,52.120000000000005,309.2,71.0,68.16,56.650000000000006,1152.7
62.2,50.506578947368425,43.12,354.7,386.7,233.8,45.98,448.5,71.4,67.02,87.9,998.3
89.6,49.82105263157895,40.94,369.1,295.4,337.1,39.84,445.0,157.6,65.88,42.6,973.7
263.1,49.13552631578948,38.76,610.7,324.6,364.8,33.7,405.1,98.2,64.74,42.7,825.3
102.7,48.45,36.58,146.6,639.3,355.2,42.2,406.0,85.2,63.6,42.8,671.4
64.6,47.76447368421053,34.4,271.2,387.6,370.7,50.7,382.4,214.1,64.15625,42.9,515.7
212.5,47.078947368421055,28.78333333333333,164.5,419.2,233.1,59.2,377.5,189.4,64.7125,48.425,937.6
62.3,46.39342105263158,23.166666666666664,716.9,436.2,233.4,67.7,339.1,100.9,65.26875,53.95,558.5
57.6,45.70789473684211,17.55,,428.1,210.1,76.2,411.8,353.0,65.825,59.475,696.2
93.0,45.02236842105263,11.933333333333334,,334.4,183.4,84.7,410.6,203.5,66.38125,65.0,903.9
106.8,44.33684210526316,6.316666666666666,,384.8,145.8,88.75,427.7,333.0,66.9375,55.9,739.6
62.5,43.651315789473685,0.7,,447.9,225.9,92.8,402.7,362.6,67.49375,46.8,898.8
59.8,42.96578947368421,18.6,,490.3,334.1,130.53333333333333,367.0,347.7,68.05,79.2,428.3
99.7,42.28026315789474,36.5,,345.0,322.9,168.26666666666665,384.3,307.1,68.60625,62.6,718.4
110.1,41.59473684210526,54.4,,634.7,80.9,206.0,335.9,387.6,69.1625,46.0,937.4
59.9,40.90921052631579,26.9,,441.5,171.5,552.7,328.2,306.2,69.71875,107.2,465.1
95.0,40.22368421052632,96.16666666666666,,413.0,394.6,93.7,424.3,177.9,70.275,41.9,926.2
70.6,39.53815789473684,165.43333333333334,,651.4,354.0,93.5,318.6,217.3,70.83125,48.7,368.8
70.4,38.85263157894737,234.7,,684.8,177.5,92.692,511.4,234.1,71.3875,51.1,333.6
110.0,38.16710526315789,303.96666666666664,,504.0,344.9,91.884,487.6,115.7,71.94375,60.0,658.0
68.6,37.481578947368426,373.2333333333333,,763.5,144.6,91.076,432.8,411.5,72.5,43.6,459.0
145.4,36.79605263157895,442.5,,427.8,317.7,90.268,308.1,442.8,72.3,47.3,735.7
70.4,36.11052631578948,107.6,,562.3,146.6,89.46,297.7,95.2,77.84444444444445,114.0,519.5
68.6,35.425000000000004,81.6,,610.7,292.0,88.652,388.5,230.1,83.38888888888889,39.7,453.4
92.1,34.73947368421053,63.2,,518.6,311.0,87.844,337.8,212.1,88.93333333333334,39.8,514.6
50.1,34.053947368421056,50.6,,835.0,274.9,87.036,320.6,229.1,94.47777777777776,186.6,697.9
144.4,33.36842105263158,56.1,,677.4,372.9,86.228,319.2,113.9,100.02222222222224,332.3,966.4
61.1,32.68289473684211,76.4,,823.2,438.1,85.42,320.1,386.8,105.56666666666666,65.7,373.5
90.7,31.997368421052634,17.4,,924.7,187.6,84.612,301.0,356.1,111.11111111111111,200.9,769.3
107.1,31.31184210526316,26.4,,872.6,201.9,83.804,340.0,135.6,116.65555555555557,44.4,451.1
61.5,30.626315789473686,35.4,,756.5,243.9,82.996,508.3,249.0,122.2,52.4,521.6
83.0,29.94078947368421,44.4,,767.8,149.1,82.188,355.2,103.1,112.1,53.9,393.5
76.7,29.25526315789474,45.8,,795.4,200.8,81.38,363.1,56.2,102.0,54.0,537.2
57.0,28.569736842105264,30.5,,1033.8,318.4,80.572,367.1,169.3,95.26666666666668,54.2,425.5
57.0,27.88421052631579,15.2,,906.3,472.1,79.764,327.1,62.4,88.53333333333333,54.3,588.8
133.2,27.19868421052632,38.0,,792.7,384.0,78.956,323.5,133.6,81.8,45.55,371.2
90.9,26.51315789473684,40.8,,1295.3,386.0,78.148,332.2,415.5,89.5,36.8,431.3
62.8,25.82763157894737,47.9,,984.6,301.9,77.34,396.4,404.1,73.8,409.5,748.9
63.0,25.14210526315789,55.0,,1267.5,139.3,76.532,364.2,416.8,17.1,42.5,335.6
65.6,24.45657894736842,62.1,,1078.2,169.2,75.72399999999999,316.2,365.4,76.4,41.9,532.4
110.3,23.771052631578947,72.26666666666667,,963.4,213.9,74.916,540.0,282.2,8.2,56.4,331.8
87.8,23.08552631578948,82.43333333333334,,562.6,298.0,74.108,355.8,62.8,79.2,44.2,610.8
57.1,22.4,92.6,,,322.9,73.3,433.2,233.2,235.2,31.2,651.0
99.3,20.95,102.76666666666668,,,424.8,63.08,600.5,44.0,74.5,39.5,672.3
71.7,19.5,112.93333333333334,,,435.6,52.86,423.3,28.1,64.2,93.3,564.1
49.4,112.4,123.1,,,508.7,42.64,343.9,47.85,70.3,42.8,429.4
43.9,74.4,88.5,,,166.4,32.42,349.5,67.6,63.0,48.7,328.6
84.4,36.4,81.825,,,234.8,22.2,418.8,355.2,63.0,91.3,775.2
57.2,34.385714285714286,75.15,,,271.9,39.29090909090909,404.7,352.1,65.65,50.7,461.7
80.5,32.37142857142857,68.475,,,389.9,56.381818181818176,519.3,430.9,68.3,96.7,499.7
57.2,30.35714285714285,61.8,,,228.9,73.47272727272727,495.1,339.1,74.8,53.4,313.9
90.8,28.34285714285714,52.1,,,321.4,90.56363636363636,368.1,332.4,70.9,53.5,223.0
65.6,26.32857142857143,84.3,,,285.1,107.65454545454546,721.0,398.2,70.9,203.6,313.0
87.2,24.31428571428572,45.9,,,379.9,124.74545454545454,585.2,386.6,74.9,53.6,525.0
64.7,22.3,54.3,,,294.0,141.8363636363636,544.7,671.9,77.1,53.5,346.7
64.7,20.285714285714285,62.7,,,300.6,158.9272727272727,569.7,522.3,84.1,53.6,727.7
94.3,18.27142857142857,88.7,,,313.2,176.0181818181818,639.8,420.9,75.1,53.5,687.5
99.7,16.257142857142856,114.7,,,343.6,193.1090909090909,561.9,307.6,77.0,53.5,579.0
89.6,14.24285714285714,140.7,,,205.4,210.2,409.7,430.6,76.0,52.7,937.8
79.5,12.228571428571428,38.9,,,784.4,227.29090909090905,507.2,461.9,75.0,53.4,788.5
57.4,10.214285714285715,62.6,,,486.3,244.3818181818181,366.6,232.3,77.0,53.5,766.3
165.8,8.2,65.53333333333333,,,697.4,261.47272727272724,384.4,72.9,75.2,61.7,657.3
79.5,8.482142857142856,68.46666666666667,,,801.7,278.5636363636364,479.5,70.1,23.2,65.0,714.2
116.7,8.764285714285714,71.4,,,372.7,295.6545454545454,409.6,75.9,75.1,68.3,649.5
169.4,9.04642857142857,26.9,,,351.7,312.7454545454545,402.9,73.15,75.65,74.05,698.8
84.9,9.328571428571427,50.0,,,675.5,329.8363636363636,989.4,70.4,76.2,79.8,747.0
143.3,9.610714285714286,73.1,,,812.7,346.9272727272727,845.2,67.65,88.2,53.6,1002.4
99.7,9.892857142857142,65.1,,,1183.8,364.0181818181818,453.5,64.9,81.8,332.6,1054.4
134.7,10.175,57.1,,,514.2,381.10909090909087,589.7,72.5,83.1,157.0,1001.6
217.0,10.457142857142856,49.1,,,794.0,398.2,417.6,80.1,83.2,233.9,1159.8
85.2,10.739285714285714,41.1,,,493.1,352.2285714285714,640.6,80.1,93.7,53.6,960.6
209.5,11.021428571428572,33.1,,,496.6,306.25714285714287,491.5,80.1,60.5,137.3,1223.5
161.6,11.303571428571429,198.1,,,511.1,260.2857142857143,443.2,80.1,51.7,382.2,884.7
130.7,11.585714285714284,291.6,,,467.6,214.3142857142857,469.9,80.1,75.7,489.3,1180.1
180.6,11.867857142857144,27.9,,,677.4,168.34285714285716,481.8,80.1,47.2,594.9,967.6
99.6,12.15,30.8,,,767.0,122.37142857142857,553.4,76.44999999999999,51.46666666666667,365.7,873.1
155.2,12.432142857142855,33.5,,,514.6,76.4,696.8,72.8,55.73333333333333,376.5,1124.1
178.1,12.714285714285715,88.9,,,435.2,83.92,434.4,69.15,60.0,359.2,1034.0
87.8,12.996428571428572,44.2,,,482.6,91.44,637.9,65.5,60.8,477.9,894.3
166.9,13.278571428571428,58.4,,,639.9,98.96,676.9,52.2,66.575,399.8,875.4
150.7,13.560714285714289,46.15,,,423.9,106.48,533.7,87.1,72.35,429.2,935.1
176.5,13.842857142857143,33.9,,,775.8,114.0,545.4,87.0,78.125,585.1,1051.1
166.8,14.125,55.8,,,744.0,110.0074074074074,720.0,87.0,83.9,480.0,1396.9
190.8,14.407142857142858,10.9,,,616.9,106.0148148148148,436.8,89.7,72.7,380.4,834.8
187.9,14.689285714285717,73.1,,,485.2,102.02222222222224,594.4,87.2,75.1,444.5,942.4
196.5,14.971428571428572,0.6,,,662.2,98.02962962962962,625.5,87.2,88.6,708.4,1754.3
235.3,15.25357142857143,6.9,,,442.1,94.03703703703704,799.6,87.2,118.4,497.3,943.2
167.5,15.535714285714286,24.833333333333336,,,732.0,90.04444444444445,856.6,87.3,59.4,496.4,1355.4
168.2,15.817857142857145,42.766666666666666,,,557.1,86.05185185185185,467.1,89.7,55.1,439.1,999.1
429.2,16.1,60.7,,,586.6,82.05925925925926,887.9,87.3,60.4,483.6,1150.5
144.8,31.85,81.7,,,412.5,78.06666666666666,485.8,87.3,102.4,505.9,865.0
101.6,47.6,4.1,,,432.4,74.07407407407408,470.0,109.1,168.2,547.1,1361.4
177.4,87.80000000000001,18.9,,,603.6,70.08148148148149,373.1,87.5,80.3,373.9,1064.1
103.3,128.0,33.7,,,374.8,66.08888888888889,539.2,87.4,69.3,546.0,1554.7
113.3,126.3875,38.625,,,1218.9,62.096296296296295,372.7,87.5,88.3,536.5,1297.8
101.5,124.775,43.55,,,434.4,58.10370370370371,378.3,245.1,70.4,455.6,1302.6
102.4,123.1625,48.475,,,649.7,54.11111111111112,497.2,238.0,174.6,405.3,1465.3
172.3,121.55,53.4,,,1001.5,50.11851851851852,564.8,87.6,127.85,462.3,1238.8
87.4,119.9375,27.5,,,460.5,46.12592592592593,370.9,87.5,81.1,478.8,1147.8
146.7,118.325,49.0,,,,42.13333333333334,972.4,90.0,91.7,526.4,1320.8
97.9,116.7125,40.8,,,,38.14074074074074,773.0,126.2,90.0,550.4,964.7
168.7,115.1,59.3,,,,34.14814814814815,815.4,126.2,82.2,396.9,1584.1
